id,ship_mode,segment,country,city,state,postal_code,region,category,sub_category,sales,quantity,discount,profit,profit_margin_percentage,discount_impact_category,total_sales_city
940,"Standard Class",Corporate,"United States",Riverside,California,92503,West,"Office Supplies",Appliances,134.48,4,0.00,34.96,26.00,"No Discount",1944.24
941,"First Class",Corporate,"United States","San Francisco",California,94110,West,"Office Supplies",Paper,17.12,2,0.00,8.05,47.02,"No Discount",112669.09
942,"Standard Class",Corporate,"United States",Torrance,California,90503,West,"Office Supplies",Binders,6.10,2,0.20,2.21,36.23,"Positive Impact",3132.27
943,"Standard Class",Corporate,"United States",Torrance,California,90503,West,Furniture,Tables,1114.27,4,0.20,41.79,3.75,"Positive Impact",3132.27
944,"Standard Class",Consumer,"United States",Seattle,Washington,98105,West,"Office Supplies",Paper,32.40,5,0.00,15.55,47.99,"No Discount",119540.74
945,"Standard Class",Consumer,"United States",Seattle,Washington,98105,West,"Office Supplies",Storage,540.57,3,0.00,140.55,26.00,"No Discount",119540.74
946,"Standard Class",Consumer,"United States",Seattle,Washington,98105,West,"Office Supplies",Binders,167.76,5,0.20,62.91,37.50,"Positive Impact",119540.74
947,"First Class",Consumer,"United States",Mesa,Arizona,85204,West,Furniture,Tables,393.17,3,0.50,-204.45,-52.00,"Negative Impact",4037.73
948,"Standard Class","Home Office","United States",Philadelphia,Pennsylvania,19120,East,Furniture,Furnishings,516.49,7,0.20,-12.91,-2.50,"Negative Impact",109077.09
949,"Standard Class","Home Office","United States",Philadelphia,Pennsylvania,19120,East,Furniture,Furnishings,1007.23,6,0.20,75.54,7.50,"Positive Impact",109077.09
950,"Standard Class","Home Office","United States",Philadelphia,Pennsylvania,19120,East,Furniture,Tables,2065.32,12,0.40,-619.60,-30.00,"Negative Impact",109077.09
951,"Standard Class","Home Office","United States",Philadelphia,Pennsylvania,19120,East,"Office Supplies",Paper,15.55,3,0.20,5.44,34.98,"Positive Impact",109077.09
952,"Standard Class","Home Office","United States",Philadelphia,Pennsylvania,19120,East,"Office Supplies",Paper,25.34,6,0.20,7.92,31.25,"Positive Impact",109077.09
953,"Standard Class",Consumer,"United States",Philadelphia,Pennsylvania,19143,East,Furniture,Furnishings,25.47,4,0.20,7.64,30.00,"Positive Impact",109077.09
954,"Standard Class",Consumer,"United States","Round Rock",Texas,78664,Central,"Office Supplies",Art,27.17,2,0.20,2.72,10.01,"Positive Impact",4854.05
955,"Standard Class",Consumer,"United States","Round Rock",Texas,78664,Central,Furniture,Bookcases,78.85,2,0.32,-11.60,-14.71,"Negative Impact",4854.05
956,"Standard Class",Consumer,"United States",Jackson,Mississippi,39212,South,"Office Supplies",Storage,173.80,5,0.00,43.45,25.00,"No Discount",24963.85
957,"Second Class",Consumer,"United States",Phoenix,Arizona,85023,West,Technology,Phones,29.59,1,0.20,2.59,8.75,"Positive Impact",11000.27
958,"Second Class",Consumer,"United States",Phoenix,Arizona,85023,West,"Office Supplies",Binders,4.75,2,0.70,-3.17,-66.74,"Negative Impact",11000.27
959,"Second Class",Consumer,"United States",Phoenix,Arizona,85023,West,"Office Supplies",Paper,15.55,3,0.20,5.64,36.27,"Positive Impact",11000.27
960,"Same Day",Consumer,"United States",Oceanside,California,92054,West,Furniture,Furnishings,204.60,2,0.00,53.20,26.00,"No Discount",4350.74
961,"Standard Class",Corporate,"United States","San Francisco",California,94110,West,Furniture,Chairs,321.57,2,0.20,28.14,8.75,"Positive Impact",112669.09
962,"Standard Class","Home Office","United States",Fayetteville,Arkansas,72701,South,"Office Supplies",Binders,6.24,2,0.00,3.06,49.04,"No Discount",6925.92
963,"First Class",Corporate,"United States","San Francisco",California,94110,West,"Office Supplies",Envelopes,21.88,2,0.00,10.94,50.00,"No Discount",112669.09
964,"Second Class",Consumer,"United States","Boca Raton",Florida,33433,South,"Office Supplies",Labels,4.61,2,0.20,1.67,36.23,"Positive Impact",63.01
965,"First Class","Home Office","United States","New York City","New York",10011,East,"Office Supplies",Labels,9.82,2,0.00,4.81,48.98,"No Discount",256368.12
966,"First Class","Home Office","United States","New York City","New York",10011,East,"Office Supplies",Art,35.97,3,0.00,9.71,26.99,"No Discount",256368.12
967,"First Class","Home Office","United States","New York City","New York",10011,East,"Office Supplies",Paper,12.96,2,0.00,6.22,47.99,"No Discount",256368.12
968,"First Class","Home Office","United States","New York City","New York",10011,East,"Office Supplies",Paper,191.60,4,0.00,91.97,48.00,"No Discount",256368.12
969,"First Class","Home Office","United States","New York City","New York",10011,East,"Office Supplies",Labels,8.64,3,0.00,4.23,48.96,"No Discount",256368.12
970,"First Class","Home Office","United States","New York City","New York",10011,East,"Office Supplies",Storage,501.81,3,0.00,0.00,0.00,"No Discount",256368.12
971,"Second Class",Consumer,"United States",Philadelphia,Pennsylvania,19134,East,Furniture,Furnishings,127.10,6,0.20,28.60,22.50,"Positive Impact",109077.09
972,"Second Class",Consumer,"United States",Philadelphia,Pennsylvania,19134,East,Technology,Phones,124.20,3,0.40,-31.05,-25.00,"Negative Impact",109077.09
973,"Second Class",Consumer,"United States",Philadelphia,Pennsylvania,19134,East,"Office Supplies",Binders,18.59,2,0.70,-13.63,-73.32,"Negative Impact",109077.09
974,"Second Class",Consumer,"United States",Philadelphia,Pennsylvania,19134,East,"Office Supplies",Labels,30.07,3,0.20,10.15,33.75,"Positive Impact",109077.09
975,"Second Class","Home Office","United States","New York City","New York",10011,East,Technology,Phones,160.93,7,0.00,3.22,2.00,"No Discount",256368.12
976,"Second Class","Home Office","United States","New York City","New York",10011,East,"Office Supplies",Binders,75.79,3,0.20,25.58,33.75,"Positive Impact",256368.12
977,"Standard Class",Consumer,"United States",Portland,Oregon,97206,West,"Office Supplies",Binders,1.08,2,0.70,-0.79,-73.15,"Negative Impact",4051.86
978,"First Class",Corporate,"United States",Detroit,Michigan,48205,Central,Technology,Machines,3059.98,2,0.10,680.00,22.22,"Positive Impact",42446.94
979,"First Class",Consumer,"United States",Wilmington,"North Carolina",28403,South,"Office Supplies",Binders,3.28,2,0.70,-2.63,-80.18,"Negative Impact",7297.07
980,"First Class",Corporate,"United States",Columbus,Indiana,47201,Central,"Office Supplies",Paper,34.02,3,0.00,16.67,49.00,"No Discount",38706.23
981,"Standard Class",Consumer,"United States","New York City","New York",10035,East,Furniture,Chairs,599.29,6,0.10,93.22,15.56,"Positive Impact",256368.12
982,"Second Class",Consumer,"United States",Louisville,Colorado,80027,West,"Office Supplies",Art,3.39,1,0.20,0.81,23.89,"Positive Impact",12345.80
983,"Second Class",Consumer,"United States",Louisville,Colorado,80027,West,Technology,Phones,559.98,2,0.20,56.00,10.00,"Positive Impact",12345.80
984,"Second Class",Consumer,"United States",Louisville,Colorado,80027,West,Furniture,Chairs,603.92,5,0.20,75.49,12.50,"Positive Impact",12345.80
985,"Standard Class","Home Office","United States",Pasadena,Texas,77506,Central,"Office Supplies",Labels,7.97,2,0.20,2.59,32.50,"Positive Impact",6590.16
986,"Standard Class","Home Office","United States",Pasadena,Texas,77506,Central,"Office Supplies",Envelopes,27.97,4,0.20,9.44,33.75,"Positive Impact",6590.16
987,"Standard Class","Home Office","United States",Pasadena,Texas,77506,Central,Technology,Machines,336.51,3,0.40,44.87,13.33,"Positive Impact",6590.16
988,"Same Day",Consumer,"United States",Houston,Texas,77041,Central,"Office Supplies",Binders,1.11,2,0.80,-1.89,-170.27,"Negative Impact",64504.71
989,"Standard Class",Corporate,"United States",Auburn,"New York",13021,East,Furniture,Furnishings,520.05,5,0.00,72.81,14.00,"No Discount",3155.17
990,"Standard Class",Corporate,"United States",Auburn,"New York",13021,East,"Office Supplies",Art,17.97,3,0.00,5.21,28.99,"No Discount",3155.17
991,"Second Class","Home Office","United States",Jacksonville,Florida,32216,South,Furniture,Chairs,1166.92,5,0.20,131.28,11.25,"Positive Impact",44713.18
992,"First Class",Consumer,"United States","New York City","New York",10024,East,"Office Supplies",Binders,14.62,2,0.20,5.48,37.48,"Positive Impact",256368.12
993,"First Class",Consumer,"United States","San Jose",California,95123,West,"Office Supplies",Fasteners,10.23,3,0.00,4.91,48.00,"No Discount",6071.22
994,"First Class",Consumer,"United States","San Jose",California,95123,West,"Office Supplies",Paper,154.90,5,0.00,69.71,45.00,"No Discount",6071.22
995,"Standard Class",Corporate,"United States","Virginia Beach",Virginia,23464,South,"Office Supplies",Binders,2715.93,7,0.00,1276.49,47.00,"No Discount",5752.13
996,"Standard Class",Corporate,"United States","Virginia Beach",Virginia,23464,South,Technology,Phones,617.97,3,0.00,173.03,28.00,"No Discount",5752.13
997,"Standard Class",Consumer,"United States",Henderson,Kentucky,42420,South,"Office Supplies",Envelopes,10.67,1,0.00,4.91,46.02,"No Discount",17549.07
998,"Standard Class",Consumer,"United States",Henderson,Kentucky,42420,South,"Office Supplies",Storage,36.63,3,0.00,9.89,27.00,"No Discount",17549.07
999,"Standard Class",Consumer,"United States",Henderson,Kentucky,42420,South,Furniture,Furnishings,24.10,5,0.00,9.16,38.01,"No Discount",17549.07
1000,"Standard Class",Consumer,"United States",Henderson,Kentucky,42420,South,Furniture,Furnishings,33.11,7,0.00,12.91,38.99,"No Discount",17549.07
